T type,T type sentencecase,Specimen ID,T type class,Dataset,T type sub-class,Binary_Lamp5,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,318553131,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,515305346,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,486777819,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,330080937,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,510715606,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,469610831,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,478058328,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,320466776,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,579283563,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,572376830,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,341016267,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,488687042,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,572409429,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,341459814,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,574067499,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,318543876,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,569720969,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,510706277,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,485048967,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,480952106,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,479298854,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,320466871,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,515302868,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,487306716,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,570946690,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,318556138,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,470062597,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,580639899,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,318331342,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,318522838,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,475892238,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,471077857,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,572609108,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,482516713,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,469992918,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,486783119,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,478949560,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,573948335,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,481127173,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,313861411,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,488688580,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,581404810,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,567446579,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,579282688,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,509516379,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,481018305,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,481096407,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,488770805,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,487667205,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,488711144,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,488440436,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,490387590,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,579392973,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,336676216,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,488501487,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,488440893,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,490386426,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,318362027,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,485639243,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,313861608,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,509617624,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,485060618,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,479225274,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,567927838,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,570091111,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,322520586,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,482444444,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,471087830,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,591268268,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,574059157,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,570931770,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,598380007,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,321707905,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,488707768,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,579290303,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,487594856,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,591639922,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,333604946,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,469801569,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,396652279,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,475545150,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,321016044,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,475549284,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,478828646,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,511244283,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,396650742,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,486896849,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,330154280,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,515296303,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,571311039,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,572375809,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,481017021,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,484818613,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,484635029,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,569955315,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,321023397,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,571867358,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,313862373,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,487359276,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,485630699,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,568790226,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,489719193,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,487537399,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,318331264,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,488497498,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,475888653,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,570098371,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,396274594,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,471077468,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,341442651,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,571379222,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,320421014,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,464290292,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,333785962,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,484742605,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,570932768,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,321019600,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,500862585,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,488230133,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,485640247,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,333785935,,Old Gouwen,Pvalb,0,
Pvalb-Ires-Cre,Pvalb-Ires-Cre,572609946,,Old Gouwen,Pvalb,0,
Vipr2-Ires2-Cre,Vipr2-Ires2-Cre,804968066,MGE interneuron,New Patchseq,Sst,0,
Vipr2-Ires2-Cre,Vipr2-Ires2-Cre,808824183,MGE interneuron,New Patchseq,Sst,0,
Vipr2-Ires2-Cre,Vipr2-Ires2-Cre,849535368,MGE interneuron,New Patchseq,Sst,0,
Vipr2-Ires2-Cre,Vipr2-Ires2-Cre,861769605,CGE interneuron,New Patchseq,Sncg,0,
Vipr2-Ires2-Cre,Vipr2-Ires2-Cre,825269133,MGE interneuron,New Patchseq,Pvalb,0,
Vipr2-Ires2-Cre,Vipr2-Ires2-Cre,739558698,MGE interneuron,New Patchseq,Sst,0,
Vipr2-Ires2-Cre,Vipr2-Ires2-Cre,714485370,CGE interneuron,New Patchseq,Sncg,0,
Vipr2-Ires2-Cre,Vipr2-Ires2-Cre,669047778,MGE interneuron,New Patchseq,Sst,0,
Vipr2-Ires2-Cre,Vipr2-Ires2-Cre,941868688,CGE interneuron,New Patchseq,Sncg,0,
Vipr2-Ires2-Cre,Vipr2-Ires2-Cre,697795277,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,669072736,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,652516963,CGE interneuron,New Patchseq,Sncg,0,
Vip-Ires-Cre,Vip-Ires-Cre,718188717,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,673427380,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,657984709,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,652306478,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,740110275,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,731882356,CGE interneuron,New Patchseq,Lamp5,1,
Vip-Ires-Cre,Vip-Ires-Cre,743458377,CGE interneuron,New Patchseq,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,812996960,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,640061596,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,813500978,CGE interneuron,New Patchseq,Sncg,0,
Vip-Ires-Cre,Vip-Ires-Cre,685624703,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,760416458,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,700413526,CGE interneuron,New Patchseq,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,711464852,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,689280134,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,760280955,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,740134630,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,809006343,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,688115867,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,941802910,CGE interneuron,New Patchseq,Sncg,0,
Vip-Ires-Cre,Vip-Ires-Cre,853882442,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,731917470,CGE interneuron,New Patchseq,Lamp5,1,
Vip-Ires-Cre,Vip-Ires-Cre,766097293,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,843366621,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,746924803,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,707162377,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,601506507,CGE interneuron,New Patchseq,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,859621160,CGE interneuron,New Patchseq,Sncg,0,
Vip-Ires-Cre,Vip-Ires-Cre,759909292,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,941794256,CGE interneuron,New Patchseq,Sncg,0,
Vip-Ires-Cre,Vip-Ires-Cre,761297232,CGE interneuron,New Patchseq,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,751199266,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,761429710,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,692821749,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,786176775,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,657983207,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,739539292,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,644941196,CGE interneuron,New Patchseq,Lamp5,1,
Vip-Ires-Cre,Vip-Ires-Cre,861736319,CGE interneuron,New Patchseq,Sncg,0,
Vip-Ires-Cre,Vip-Ires-Cre,694162255,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,763912380,CGE interneuron,New Patchseq,Sncg,0,
Vip-Ires-Cre,Vip-Ires-Cre,728756295,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,898703349,CGE interneuron,New Patchseq,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,745692039,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,746747868,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,873854264,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,652533530,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,659012847,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,659395808,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,849607183,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,698042345,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,646805498,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,752042986,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,644571405,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,746200101,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,760064682,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,663193112,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,702051128,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,674069192,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,667492234,CGE interneuron,New Patchseq,Lamp5,1,
Vip-Ires-Cre,Vip-Ires-Cre,823681740,CGE interneuron,New Patchseq,Lamp5,1,
Vip-Ires-Cre,Vip-Ires-Cre,669825289,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,786135798,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,821907565,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,740660643,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,863585604,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,857223181,CGE interneuron,New Patchseq,Sncg,0,
Vip-Ires-Cre,Vip-Ires-Cre,714936352,CGE interneuron,New Patchseq,Sncg,0,
Vip-Ires-Cre,Vip-Ires-Cre,623415197,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,658012080,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,604646725,CGE interneuron,New Patchseq,Vip,0,
Vip-Ires-Cre,Vip-Ires-Cre,661492805,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,701075567,MGE interneuron,New Patchseq,Sst,0,
Vip-Ires-Cre,Vip-Ires-Cre,762590075,MGE interneuron,New Patchseq,Pvalb,0,
Vip-Ires-Cre,Vip-Ires-Cre,750833190,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,691685873,CGE interneuron,New Patchseq,Lamp5,1,
Sst-Ires-Cre,Sst-Ires-Cre,708221965,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,710920450,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,643754730,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,605160536,CGE interneuron,New Patchseq,Vip,0,
Sst-Ires-Cre,Sst-Ires-Cre,740649731,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,760268259,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,647045788,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,692083084,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,730744363,MGE interneuron,New Patchseq,Pvalb,0,
Sst-Ires-Cre,Sst-Ires-Cre,744476851,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,668337999,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,694419620,MGE interneuron,New Patchseq,Pvalb,0,
Sst-Ires-Cre,Sst-Ires-Cre,826712572,CGE interneuron,New Patchseq,Lamp5,1,
Sst-Ires-Cre,Sst-Ires-Cre,946190769,CGE interneuron,New Patchseq,Sncg,0,
Sst-Ires-Cre,Sst-Ires-Cre,764902707,CGE interneuron,New Patchseq,Lamp5,1,
Sst-Ires-Cre,Sst-Ires-Cre,731683221,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,722821387,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,742009621,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,718257664,MGE interneuron,New Patchseq,Pvalb,0,
Sst-Ires-Cre,Sst-Ires-Cre,844965212,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,958930508,MGE interneuron,New Patchseq,Pvalb,0,
Sst-Ires-Cre,Sst-Ires-Cre,687907602,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,760961855,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,823719680,CGE interneuron,New Patchseq,Lamp5,1,
Sst-Ires-Cre,Sst-Ires-Cre,680108584,MGE interneuron,New Patchseq,Pvalb,0,
Sst-Ires-Cre,Sst-Ires-Cre,855791035,CGE interneuron,New Patchseq,Sncg,0,
Sst-Ires-Cre,Sst-Ires-Cre,718656998,MGE interneuron,New Patchseq,Pvalb,0,
Sst-Ires-Cre,Sst-Ires-Cre,669074640,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,657185355,CGE interneuron,New Patchseq,Vip,0,
Sst-Ires-Cre,Sst-Ires-Cre,718640845,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,718135969,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,803605276,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,694183636,CGE interneuron,New Patchseq,Vip,0,
Sst-Ires-Cre,Sst-Ires-Cre,670340941,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,653327513,MGE interneuron,New Patchseq,Pvalb,0,
Sst-Ires-Cre,Sst-Ires-Cre,699495755,MGE interneuron,New Patchseq,Pvalb,0,
Sst-Ires-Cre,Sst-Ires-Cre,808875776,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,750472605,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,699448311,MGE interneuron,New Patchseq,Pvalb,0,
Sst-Ires-Cre,Sst-Ires-Cre,605060256,CGE interneuron,New Patchseq,Vip,0,
Sst-Ires-Cre,Sst-Ires-Cre,743504177,CGE interneuron,New Patchseq,Vip,0,
Sst-Ires-Cre,Sst-Ires-Cre,821774757,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,842841654,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,739810705,CGE interneuron,New Patchseq,Lamp5,1,
Sst-Ires-Cre,Sst-Ires-Cre,694220357,MGE interneuron,New Patchseq,Pvalb,0,
Sst-Ires-Cre,Sst-Ires-Cre,703283610,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,729135271,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,764872932,MGE interneuron,New Patchseq,Pvalb,0,
Sst-Ires-Cre,Sst-Ires-Cre,743012953,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,720678722,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,818792182,MGE interneuron,New Patchseq,Pvalb,0,
Sst-Ires-Cre,Sst-Ires-Cre,657675492,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,750824726,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,639004612,CGE interneuron,New Patchseq,Vip,0,
Sst-Ires-Cre,Sst-Ires-Cre,638212024,CGE interneuron,New Patchseq,Lamp5,1,
Sst-Ires-Cre,Sst-Ires-Cre,705278421,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,707424705,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,992830261,CGE interneuron,New Patchseq,Sncg,0,
Sst-Ires-Cre,Sst-Ires-Cre,685636842,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,649387261,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,703565379,MGE interneuron,New Patchseq,Pvalb,0,
Sst-Ires-Cre,Sst-Ires-Cre,795530674,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,639708328,MGE interneuron,New Patchseq,Sst,0,
Sst-Ires-Cre,Sst-Ires-Cre,648582997,CGE interneuron,New Patchseq,Lamp5,1,
Sst-Ires-Cre,Sst-Ires-Cre,718647510,MGE interneuron,New Patchseq,Sst,0,
